airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Vistara,2019-05-01,Kolkata,Banglore,17:00:00,20:20:00,1640,1.0,No Info,8610
Air India,2019-04-12,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No Info,5911
Jet Airways,2019-06-18,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,8016
Air India,2019-05-09,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,10178
Air India,2019-04-24,Delhi,Cochin,18:05:00,21:10:00,185,0.0,No Info,5201
Air Asia,2019-06-21,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No Info,3807
Spicejet,2019-06-18,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No check-in baggage included,2647
Indigo,2019-05-01,Chennai,Kolkata,13:15:00,15:35:00,140,0.0,No Info,3597
Jet Airways,2019-03-03,Mumbai,Hyderabad,07:10:00,08:35:00,85,0.0,No Info,5678
Spicejet,2019-05-09,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,4991
Vistara,2019-05-12,Kolkata,Banglore,07:10:00,22:40:00,930,1.0,No Info,8662
Air India,2019-06-09,Delhi,Cochin,21:00:00,19:15:00,1335,1.0,No Info,8372
Indigo,2019-03-21,Chennai,Kolkata,13:20:00,15:35:00,135,0.0,No Info,3384
Indigo,2019-03-21,Mumbai,Hyderabad,06:20:00,07:45:00,85,0.0,No Info,4049
Jet Airways,2019-03-01,Banglore,New Delhi,08:00:00,13:15:00,315,1.0,No Info,22270
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,14:25:00,1730,1.0,In-flight meal not included,9314
Multiple Carriers,2019-05-18,Delhi,Cochin,07:05:00,21:00:00,835,1.0,No Info,13727
Vistara,2019-06-09,Kolkata,Banglore,07:10:00,09:05:00,1555,1.0,No Info,9397
Indigo,2019-04-27,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4823
Air India,2019-05-01,Kolkata,Banglore,05:50:00,23:15:00,1045,2.0,No Info,10991
Indigo,2019-05-06,Kolkata,Banglore,21:00:00,02:15:00,315,1.0,No Info,7252
Indigo,2019-05-12,Kolkata,Banglore,17:35:00,22:15:00,280,1.0,No Info,6669
Indigo,2019-06-21,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No Info,5277
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,08:15:00,945,1.0,In-flight meal not included,7064
Jet Airways,2019-03-21,Delhi,Cochin,13:55:00,18:50:00,1735,2.0,In-flight meal not included,8728
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,No Info,14571
Multiple Carriers,2019-05-15,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No Info,8266
Indigo,2019-03-18,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No Info,5277
Spicejet,2019-05-24,Kolkata,Banglore,11:15:00,18:30:00,435,1.0,No Info,9630
Air India,2019-05-06,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No Info,5228
Multiple Carriers,2019-03-06,Delhi,Cochin,11:35:00,21:00:00,565,3.0,No Info,21829
Indigo,2019-03-24,Banglore,New Delhi,04:00:00,06:50:00,170,0.0,No Info,4777
Indigo,2019-03-21,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,3384
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,20:45:00,740,1.0,In-flight meal not included,9899
Jet Airways,2019-05-21,Delhi,Cochin,19:45:00,12:35:00,1010,1.0,In-flight meal not included,12898
Jet Airways,2019-05-21,Kolkata,Banglore,17:00:00,09:45:00,1005,1.0,No Info,13067
Air India,2019-05-18,Delhi,Cochin,21:00:00,07:40:00,640,1.0,No Info,8372
Air India,2019-03-01,Banglore,New Delhi,06:45:00,11:10:00,1705,2.0,No Info,20999
Jet Airways,2019-03-06,Banglore,New Delhi,07:00:00,21:20:00,860,1.0,No Info,16736
Jet Airways,2019-06-09,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,No Info,14571
Jet Airways,2019-03-03,Delhi,Cochin,20:50:00,04:25:00,455,1.0,No Info,17234
Indigo,2019-03-24,Banglore,New Delhi,08:30:00,11:30:00,180,0.0,No Info,6144
Air India,2019-05-12,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No Info,13243
Indigo,2019-04-27,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
Air India,2019-06-15,Delhi,Cochin,07:00:00,19:15:00,735,1.0,No Info,9929
Vistara,2019-03-03,Banglore,New Delhi,21:10:00,00:05:00,175,0.0,No Info,7608
Jet Airways,2019-05-24,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,6144
Goair,2019-03-24,Banglore,New Delhi,07:45:00,10:40:00,175,0.0,No Info,3898
Indigo,2019-06-24,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No Info,4804
Vistara,2019-03-24,Kolkata,Banglore,20:20:00,09:10:00,770,1.0,No Info,12312
Air India,2019-04-09,Banglore,Delhi,17:00:00,19:50:00,170,0.0,No Info,5911
Jet Airways,2019-05-12,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No Info,7229
Indigo,2019-05-18,Delhi,Cochin,05:05:00,12:10:00,425,1.0,No Info,7520
Air India,2019-06-12,Delhi,Cochin,21:00:00,07:40:00,640,1.0,No Info,8372
Goair,2019-05-18,Kolkata,Banglore,23:30:00,07:45:00,495,1.0,No Info,7335
Multiple Carriers,2019-05-27,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No Info,15898
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,09:20:00,1495,1.0,In-flight meal not included,7064
Air India,2019-06-24,Delhi,Cochin,07:00:00,19:15:00,735,1.0,No Info,8879
Indigo,2019-04-15,Delhi,Cochin,06:50:00,16:10:00,560,1.0,No Info,6442
Air India,2019-04-01,Kolkata,Banglore,10:00:00,01:20:00,920,2.0,No Info,10408
Air India,2019-05-18,Delhi,Cochin,06:50:00,07:40:00,1490,2.0,No Info,13591
Multiple Carriers,2019-03-03,Delhi,Cochin,13:05:00,21:20:00,495,2.0,No Info,11966
Jet Airways,2019-05-15,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,In-flight meal not included,8586
Indigo,2019-03-03,Kolkata,Banglore,20:25:00,23:05:00,160,0.0,No Info,6038
Spicejet,2019-05-18,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,4423
Indigo,2019-03-03,Kolkata,Banglore,15:10:00,17:45:00,155,0.0,No Info,6985
Multiple Carriers,2019-03-21,Delhi,Cochin,09:10:00,19:15:00,605,1.0,No Info,8601
Multiple Carriers,2019-06-27,Delhi,Cochin,14:00:00,01:30:00,690,1.0,No Info,13377
Indigo,2019-06-27,Mumbai,Hyderabad,06:25:00,07:55:00,90,0.0,No Info,4049
Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,04:25:00,1325,2.0,No Info,12273
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,15:05:00,1120,1.0,No Info,13067
Spicejet,2019-06-01,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,3625
Jet Airways,2019-06-03,Delhi,Cochin,14:00:00,04:25:00,865,1.0,In-flight meal not included,10262
Jet Airways,2019-06-06,Delhi,Cochin,20:55:00,19:00:00,1325,1.0,No Info,14714
Spicejet,2019-05-27,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,3311
Multiple Carriers,2019-03-27,Delhi,Cochin,11:30:00,21:00:00,570,1.0,No Info,12537
Air India,2019-06-01,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,4667
Spicejet,2019-03-03,Banglore,New Delhi,20:30:00,23:20:00,170,0.0,No Info,6860
Jet Airways,2019-06-06,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No Info,14714
Spicejet,2019-05-15,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,3257
Spicejet,2019-05-24,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No check-in baggage included,1965
Multiple Carriers,2019-03-06,Delhi,Cochin,07:10:00,21:20:00,850,2.0,In-flight meal not included,7731
Spicejet,2019-04-24,Kolkata,Banglore,15:05:00,20:20:00,315,1.0,No Info,4859
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,23:25:00,1015,1.0,In-flight meal not included,8824
